Geneid	Chr	Start	End	Strand	Length	./NV-Ctrl1.sam	./NV-Ctrl2.sam	./NV-Ctrl3.sam	./NV-Ctrl4.sam	./NV-Ctrl5.sam	./NV-Oxi1.sam	./NV-Oxi2.sam	./NV-Oxi3.sam	./NV-Oxi4.sam	./NV-Oxi5.sam		Average Ctrl	Average Oxi	Percentage Oxi	Ctrl Percentage
gene2328	CP007536.1	1863732	1865150	+	1419	802	599	599	760	704	4	13	14	0	0		692.8	6.2		
gene2565	CP007536.1	2046652	2047734	-	1083	1201	989	847	745	1094	8	8	4	0	11		975.2	6.2		
gene2629	CP007536.1	2097614	2098735	-	1122	351	302	261	262	275	2	5	2	5	17		290.2	6.2		
gene2833	CP007536.1	2260987	2261250	+	264	81	74	68	100	96	8	0	9	8	6		83.8	6.2		
gene3020	CP007536.1	2400747	2401079	-	333	151	175	131	211	127	6	11	0	14	0		159	6.2		
gene258	CP007536.1	216610	216924	+	315	1595	1457	1323	1509	1567	10	16	0	2	2		1490.2	6		
gene572	CP007536.1	444058	444894	-	837	1208	1110	912	979	1178	12	0	13	0	5		1077.4	6		
gene623	CP007536.1	484873	485250	-	378	488	422	302	351	504	10	5	2	1	12		413.4	6		
gene1361	CP007536.1	1086832	1087506	-	675	720	569	529	648	775	10	0	11	0	9		648.2	6		
gene1472	CP007536.1	1178237	1178848	-	612	2963	2617	2406	2575	2813	12	1	2	3	12		2674.8	6		
gene1648	CP007536.1	1320876	1321259	+	384	503	431	400	498	556	13	0	15	2	0		477.6	6		
gene2074	CP007536.1	1653277	1653600	-	324	100	131	118	169	109	8	6	0	2	14		125.4	6		
gene2099	CP007536.1	1673495	1673758	+	264	92	84	62	54	79	3	23	4	0	0		74.2	6		
gene2262	CP007536.1	1801652	1802986	+	1335	915	1056	827	884	937	2	14	0	0	14		923.8	6		
gene2992	CP007536.1	2380332	2380634	+	303	1217	1138	948	1250	1243	0	23	0	0	7		1159.2	6		
gene3051	CP007536.1	2421854	2423233	+	1380	107	103	77	65	94	0	12	7	9	2		89.2	6		
gene378	CP007536.1	310155	310373	+	219	434	463	401	483	379	9	0	0	4	16		432	5.8		
gene812	CP007536.1	629734	630261	-	528	260	260	211	231	212	3	2	9	4	11		234.8	5.8		
gene868	CP007536.1	672843	673616	-	774	1518	1513	1183	1343	1437	3	11	7	2	6		1398.8	5.8		
gene1312	CP007536.1	1046673	1049285	-	2613	1180	1030	899	1176	1016	0	14	0	4	11		1060.2	5.8		
gene1548	CP007536.1	1239831	1240487	-	657	537	522	484	559	524	10	4	13	0	2		525.2	5.8		
gene1565	CP007536.1	1254241	1255353	-	1113	322	210	228	257	242	0	9	3	11	6		251.8	5.8		
gene1704	CP007536.1	1365300	1366427	+	1128	2752	2287	2302	2745	2646	1	1	6	13	8		2546.4	5.8		
gene1785	CP007536.1	1431755	1432624	-	870	230	236	214	235	231	14	13	2	0	0		229.2	5.8		
gene1814	CP007536.1	1455635	1455940	-	306	1344	1231	1156	1167	1205	0	22	0	6	1		1220.6	5.8		
gene2993	CP007536.1	2380631	2381272	-	642	705	605	659	778	688	7	0	5	0	17		687	5.8		
gene3097	CP007536.1	2462962	2463228	-	267	2177	2094	2307	2278	2073	15	4	1	0	9		2185.8	5.8		
gene3145	CP007536.1	2494384	2494698	+	315	1740	1172	1142	1276	1603	16	10	0	2	1		1386.6	5.8		
gene39	CP007536.1	30428	30766	+	339	1419	1344	1294	1418	1232	1	0	1	11	15		1341.4	5.6		
gene74	CP007536.1	58094	58762	+	669	1505	1448	1154	1308	1491	3	0	20	5	0		1381.2	5.6		
gene126	CP007536.1	116608	117756	+	1149	1646	1371	1289	1259	1231	5	4	0	13	6		1359.2	5.6		
gene411	CP007536.1	331089	331433	-	345	55	62	39	215	35	2	6	7	11	2		81.2	5.6		
gene467	CP007536.1	368940	369821	-	882	2733	2176	1994	2446	2518	13	7	7	1	0		2373.4	5.6		
gene509	CP007536.1	400230	401600	-	1371	1462	1250	1086	1005	1292	12	5	1	3	7		1219	5.6		
gene736	CP007536.1	570082	570825	-	744	3469	3072	2404	2521	3333	7	11	1	7	2		2959.8	5.6		
gene854	CP007536.1	659907	660995	-	1089	2281	2271	2068	2078	2195	21	0	5	0	2		2178.6	5.6		
gene1232	CP007536.1	980310	980612	-	303	4347	3369	3284	3453	4164	0	16	2	10	0		3723.4	5.6		
gene1241	CP007536.1	986728	987513	-	786	320	274	288	375	260	7	8	9	0	4		303.4	5.6		
gene1417	CP007536.1	1128024	1128248	-	225	324	298	273	328	230	0	8	5	8	7		290.6	5.6		
gene1450	CP007536.1	1161419	1162549	+	1131	1902	1705	1584	1712	1635	6	2	0	7	13		1707.6	5.6		
gene1452	CP007536.1	1163836	1164252	+	417	311	267	217	283	220	9	14	1	0	4		259.6	5.6		
gene1621	CP007536.1	1301976	1303055	+	1080	514	427	408	440	516	10	2	10	0	6		461	5.6		
gene1688	CP007536.1	1347066	1347950	-	885	281	212	251	268	322	12	10	0	6	0		266.8	5.6		
gene1778	CP007536.1	1424948	1425478	-	531	1355	1207	1159	1163	1236	1	3	3	18	3		1224	5.6		
gene1959	CP007536.1	1570701	1570883	-	183	155	129	71	58	252	13	0	12	2	1		133	5.6		
gene1985	CP007536.1	1590167	1590976	+	810	2438	2277	1942	1900	2201	0	11	7	1	9		2151.6	5.6		
gene2006	CP007536.1	1602682	1603533	+	852	1051	882	906	807	928	8	1	12	0	7		914.8	5.6		
gene2095	CP007536.1	1668090	1668260	-	171	95	49	111	107	59	1	9	1	9	8		84.2	5.6		
gene2187	CP007536.1	1745367	1745849	+	483	1546	1254	1139	1260	1318	3	3	22	0	0		1303.4	5.6		
gene2418	CP007536.1	1935975	1936103	+	129	1561	1593	1412	1618	1845	0	14	12	0	2		1605.8	5.6		
gene2502	CP007536.1	1998788	1999090	-	303	104	124	104	144	183	16	0	4	8	0		131.8	5.6		
gene2623	CP007536.1	2094157	2095032	+	876	334	294	259	300	206	2	9	0	5	12		278.6	5.6		
gene133	CP007536.1	126628	127164	-	537	236	262	276	265	222	15	6	2	1	3		252.2	5.4		
gene236	CP007536.1	201540	201875	-	336	409	359	300	384	421	4	7	9	5	2		374.6	5.4		
gene335	CP007536.1	273716	274030	+	315	360	355	306	431	420	0	2	5	20	0		374.4	5.4		
gene442	CP007536.1	349357	349551	+	195	55	47	89	55	35	0	0	8	11	8		56.2	5.4		
gene501	CP007536.1	394432	394695	-	264	328	317	269	279	299	0	15	5	0	7		298.4	5.4		
gene639	CP007536.1	497379	498647	-	1269	1331	1266	1133	1087	1377	27	0	0	0	0		1238.8	5.4		
gene1004	CP007536.1	808416	808550	-	135	31	33	29	40	34	0	0	0	9	18		33.4	5.4		
gene1310	CP007536.1	1044805	1045725	-	921	2886	2477	1974	2157	2653	8	12	0	6	1		2429.4	5.4		
gene1473	CP007536.1	1178845	1179450	-	606	3140	2798	2565	2698	2802	6	8	7	3	3		2800.6	5.4		
gene1535	CP007536.1	1233413	1233820	-	408	383	295	282	308	275	0	14	0	0	13		308.6	5.4		
gene1669	CP007536.1	1333999	1334334	-	336	1934	2075	1549	1643	1835	0	19	0	0	8		1807.2	5.4		
gene1682	CP007536.1	1340624	1340998	+	375	385	473	406	422	303	0	22	1	4	0		397.8	5.4		
gene1701	CP007536.1	1360810	1362720	+	1911	314	262	243	277	277	0	0	11	8	8		274.6	5.4		
gene1741	CP007536.1	1399699	1400637	+	939	4890	4382	3775	3412	4565	9	9	1	5	3		4204.8	5.4		
gene1821	CP007536.1	1459079	1459399	-	321	226	199	148	244	250	10	0	0	3	14		213.4	5.4		
gene1914	CP007536.1	1534539	1535846	+	1308	577	503	445	571	567	7	11	7	2	0		532.6	5.4		
gene2075	CP007536.1	1653955	1655082	-	1128	170	241	127	156	167	5	0	10	0	12		172.2	5.4		
gene2974	CP007536.1	2366491	2367015	-	525	65	106	74	80	84	0	14	0	5	8		81.8	5.4		
gene63	CP007536.1	49941	50516	+	576	272	235	283	342	233	0	19	1	0	6		273	5.2		
gene82	CP007536.1	63728	64048	-	321	227	184	202	255	279	14	12	0	0	0		229.4	5.2		
gene116	CP007536.1	106907	108937	-	2031	808	738	788	830	681	5	9	5	6	1		769	5.2		
gene279	CP007536.1	231771	232058	+	288	240	209	245	293	253	3	0	8	8	7		248	5.2		
gene507	CP007536.1	398773	399279	-	507	352	280	219	293	350	2	15	3	0	6		298.8	5.2		
gene633	CP007536.1	492065	492769	+	705	3648	3348	2788	3089	3514	0	4	7	7	8		3277.4	5.2		
gene729	CP007536.1	566795	566962	+	168	605	512	459	680	541	10	0	0	11	5		559.4	5.2		
gene1078	CP007536.1	860365	860904	-	540	774	687	692	668	796	0	19	5	2	0		723.4	5.2		
gene1249	CP007536.1	994837	995847	+	1011	2834	2473	2034	2317	2710	5	14	0	3	4		2473.6	5.2		
gene1469	CP007536.1	1176422	1176580	+	159	718	704	643	779	802	17	0	0	0	9		729.2	5.2		
gene1651	CP007536.1	1322343	1322714	+	372	2493	2100	2130	2007	2363	8	2	2	0	14		2218.6	5.2		
gene1878	CP007536.1	1505654	1506502	-	849	972	1014	830	763	933	0	5	0	13	8		902.4	5.2		
gene1904	CP007536.1	1526422	1527447	-	1026	150	132	103	145	126	0	0	3	9	14		131.2	5.2		
gene1942	CP007536.1	1556723	1557214	-	492	874	634	709	711	798	4	13	9	0	0		745.2	5.2		
gene1949	CP007536.1	1561497	1561820	-	324	258	226	203	239	243	2	15	3	0	6		233.8	5.2		
gene2053	CP007536.1	1640136	1640384	-	249	191	206	157	210	160	13	0	8	5	0		184.8	5.2		
gene2081	CP007536.1	1656983	1657162	-	180	203	233	207	202	155	19	0	0	3	4		200	5.2		
gene2082	CP007536.1	1657637	1657801	+	165	80	82	87	157	103	1	0	13	12	0		101.8	5.2		
gene2219	CP007536.1	1771885	1772451	+	567	790	760	657	781	805	10	4	4	8	0		758.6	5.2		
gene2408	CP007536.1	1926379	1926648	-	270	385	392	356	515	268	5	0	0	0	21		383.2	5.2		
gene2725	CP007536.1	2178833	2179087	-	255	426	423	400	430	362	4	0	6	14	2		408.2	5.2		
gene2785	CP007536.1	2225036	2225893	-	858	1361	1263	1203	1328	1342	11	1	0	9	5		1299.4	5.2		
gene2791	CP007536.1	2229330	2230052	-	723	988	941	800	790	786	6	11	9	0	0		861	5.2		
gene3101	CP007536.1	2465324	2465836	-	513	1105	911	958	921	952	8	7	0	11	0		969.4	5.2		
gene202	CP007536.1	178067	178903	+	837	293	286	295	276	259	0	10	3	0	12		281.8	5		
gene315	CP007536.1	256988	257797	-	810	1713	1480	1181	1410	1587	4	0	7	1	13		1474.2	5		
gene434	CP007536.1	344058	344552	+	495	79	76	60	135	77	5	10	0	10	0		85.4	5		
gene471	CP007536.1	371898	372524	+	627	743	575	585	666	721	9	0	5	11	0		658	5		
gene518	CP007536.1	407034	407489	-	456	636	614	562	665	558	0	5	11	0	9		607	5		
gene734	CP007536.1	569061	569453	-	393	2661	2352	2390	2574	2592	0	0	3	11	11		2513.8	5		
gene802	CP007536.1	622021	622383	-	363	285	234	257	221	254	3	5	9	0	8		250.2	5		
gene1446	CP007536.1	1158760	1159467	+	708	383	263	284	310	371	0	8	5	0	12		322.2	5		
gene1531	CP007536.1	1227806	1228438	-	633	260	277	207	254	244	24	0	1	0	0		248.4	5		
gene1607	CP007536.1	1291015	1292727	-	1713	1037	1100	999	1171	1027	10	0	0	5	10		1066.8	5		
gene1870	CP007536.1	1499232	1499846	+	615	2059	1939	1808	1989	1743	7	0	0	14	4		1907.6	5		
gene1978	CP007536.1	1584740	1585042	+	303	438	372	376	394	396	0	19	0	6	0		395.2	5		
gene2382	CP007536.1	1908470	1908952	+	483	91	58	69	55	47	9	0	0	5	11		64	5		
gene2723	CP007536.1	2178387	2178635	+	249	191	118	113	130	130	3	7	15	0	0		136.4	5		
gene3052	CP007536.1	2423316	2424536	+	1221	662	732	566	589	586	13	0	0	0	12		627	5		
gene278	CP007536.1	230175	231653	-	1479	2426	2208	1947	1962	2241	6	3	0	11	4		2156.8	4.8		
gene405	CP007536.1	327288	327971	+	684	147	146	132	162	241	1	14	0	9	0		165.6	4.8		
gene554	CP007536.1	429441	430121	+	681	513	481	499	528	475	0	10	0	0	14		499.2	4.8		
gene574	CP007536.1	446142	446945	-	804	1891	1649	1358	1393	1752	0	5	10	3	6		1608.6	4.8		
gene646	CP007536.1	506022	506258	-	237	445	389	306	328	330	6	8	4	0	6		359.6	4.8		
gene785	CP007536.1	608549	609106	+	558	894	778	602	644	860	2	0	0	7	15		755.6	4.8		
gene1105	CP007536.1	885715	887094	-	1380	116	116	127	145	159	7	0	0	5	12		132.6	4.8		
gene1201	CP007536.1	958659	959078	-	420	927	772	747	770	858	11	0	3	4	6		814.8	4.8		
gene1239	CP007536.1	985332	985715	-	384	1338	1175	1022	1131	1253	0	20	4	0	0		1183.8	4.8		
gene1252	CP007536.1	997069	997156	-	88	18	40	34	58	33	0	0	13	0	11		36.6	4.8		
gene1418	CP007536.1	1128254	1129270	-	1017	2076	1815	1458	1513	1918	13	4	1	4	2		1756	4.8		
gene1471	CP007536.1	1177640	1178233	-	594	2223	1754	1587	1771	1958	5	14	3	0	2		1858.6	4.8		
gene1572	CP007536.1	1261351	1261854	-	504	390	371	276	306	405	14	0	0	1	9		349.6	4.8		
gene1664	CP007536.1	1330557	1331171	+	615	489	485	402	519	484	19	0	5	0	0		475.8	4.8		
gene2016	CP007536.1	1613670	1614047	+	378	2767	2402	1173	1290	3584	8	13	1	2	0		2243.2	4.8		
gene2036	CP007536.1	1628068	1628538	+	471	492	558	408	567	623	14	0	7	3	0		529.6	4.8		
gene2255	CP007536.1	1793822	1795723	+	1902	1817	1708	1519	1747	1762	4	0	0	16	4		1710.6	4.8		
gene2344	CP007536.1	1881096	1882397	-	1302	1016	930	722	728	833	0	0	0	20	4		845.8	4.8		
gene2517	CP007536.1	2012796	2012969	+	174	10	10	13	14	16	0	5	8	6	5		12.6	4.8		
gene2659	CP007536.1	2116152	2116709	-	558	279	216	236	242	248	12	0	0	5	7		244.2	4.8		
gene2675	CP007536.1	2130339	2130521	-	183	344	325	252	379	275	6	0	10	4	4		315	4.8		
gene2678	CP007536.1	2132336	2132845	+	510	922	782	760	849	772	13	0	0	8	3		817	4.8		
gene2753	CP007536.1	2201145	2201420	-	276	120	56	56	66	78	3	0	8	3	10		75.2	4.8		
gene2765	CP007536.1	2207631	2208326	-	696	1279	1037	1002	1224	990	20	0	1	3	0		1106.4	4.8		
gene2884	CP007536.1	2298578	2298853	+	276	518	406	367	433	462	7	11	2	3	1		437.2	4.8		
gene2967	CP007536.1	2361875	2362198	-	324	547	526	389	538	503	2	0	0	11	11		500.6	4.8		
gene2971	CP007536.1	2365515	2365805	+	291	63	68	42	92	70	9	0	9	6	0		67	4.8		
gene3132	CP007536.1	2484631	2485176	+	546	2582	2314	1902	2150	2697	8	7	0	0	9		2329	4.8		
gene30	CP007536.1	24271	24582	+	312	1712	1470	1432	1414	1507	0	2	0	8	13		1507	4.6		
gene261	CP007536.1	218261	218446	-	186	445	404	358	492	364	16	0	0	0	7		412.6	4.6		
gene312	CP007536.1	252392	252517	+	126	199	184	102	115	160	19	0	1	1	2		152	4.6		
gene553	CP007536.1	428895	429320	+	426	1075	962	805	893	1066	5	0	1	11	6		960.2	4.6		
gene761	CP007536.1	593102	593626	+	525	248	203	247	257	217	2	12	0	0	9		234.4	4.6		
gene885	CP007536.1	688341	688631	-	291	337	339	341	320	334	0	3	7	0	13		334.2	4.6		
gene900	CP007536.1	698505	699335	-	831	2335	2120	1919	2112	1908	11	12	0	0	0		2078.8	4.6		
gene930	CP007536.1	726541	727377	+	837	200	144	132	202	197	9	8	0	6	0		175	4.6		
gene932	CP007536.1	727934	728227	-	294	868	789	779	1248	717	0	0	20	0	3		880.2	4.6		
gene947	CP007536.1	737294	738949	-	1656	283	264	217	290	249	6	4	5	0	8		260.6	4.6		
gene1117	CP007536.1	898604	898888	+	285	323	258	265	378	266	0	0	0	16	7		298	4.6		
gene1445	CP007536.1	1158214	1158735	+	522	147	99	90	123	152	12	0	0	9	2		122.2	4.6		
gene1453	CP007536.1	1164284	1164496	+	213	1437	1245	1023	1375	1129	5	10	3	0	5		1241.8	4.6		
gene1503	CP007536.1	1201914	1202141	-	228	76	98	49	367	52	0	3	6	0	14		128.4	4.6		
gene1935	CP007536.1	1552138	1552873	-	736	296	365	256	295	283	12	0	0	1	10		299	4.6		
gene1941	CP007536.1	1556377	1556712	-	336	898	817	747	853	942	12	3	0	4	4		851.4	4.6		
gene2020	CP007536.1	1616505	1616858	+	354	782	607	612	560	742	16	3	0	0	4		660.6	4.6		
gene2064	CP007536.1	1645030	1645656	-	627	225	182	158	206	178	6	7	0	0	10		189.8	4.6		
gene2126	CP007536.1	1694285	1696048	-	1764	408	416	375	394	336	6	0	14	0	3		385.8	4.6		
gene2222	CP007536.1	1773823	1774212	-	390	1067	950	823	818	874	8	8	4	3	0		906.4	4.6		
gene2225	CP007536.1	1776023	1776754	+	732	619	436	432	411	403	0	3	13	7	0		460.2	4.6		
gene2304	CP007536.1	1841539	1842213	-	675	340	323	330	355	398	0	9	0	0	14		349.2	4.6		
gene2308	CP007536.1	1844955	1846001	-	1047	861	653	824	1057	814	14	0	2	7	0		841.8	4.6		
gene2325	CP007536.1	1860928	1861494	+	567	253	215	183	217	231	0	0	20	3	0		219.8	4.6		
gene2341	CP007536.1	1876731	1877411	+	681	611	581	552	637	524	5	10	2	5	1		581	4.6		
gene2479	CP007536.1	1981206	1981838	-	633	1160	1015	842	1059	1102	15	0	0	0	8		1035.6	4.6		
gene2692	CP007536.1	2146719	2147258	-	540	3332	3089	2705	3058	3597	7	8	1	4	3		3156.2	4.6		
gene2773	CP007536.1	2212298	2212684	-	387	772	776	620	626	831	15	8	0	0	0		725	4.6		
gene2848	CP007536.1	2269591	2270361	+	771	408	273	306	257	296	0	10	2	11	0		308	4.6		
gene2866	CP007536.1	2285789	2286319	+	531	1188	881	913	1035	1254	0	0	0	14	9		1054.2	4.6		
gene2965	CP007536.1	2360417	2361193	+	777	177	212	211	195	187	4	0	0	11	8		196.4	4.6		
gene3070	CP007536.1	2440996	2441247	+	252	351	275	294	383	384	3	0	5	11	4		337.4	4.6		
gene79	CP007536.1	62155	62571	-	417	640	720	613	556	562	4	5	0	0	13		618.2	4.4		
gene207	CP007536.1	180746	181174	-	429	1019	852	908	1121	909	2	14	1	0	5		961.8	4.4		
gene284	CP007536.1	235504	235950	-	447	1465	1225	951	933	1296	2	13	0	7	0		1174	4.4		
gene299	CP007536.1	246137	246757	+	621	1584	1376	1274	1289	1467	3	0	14	4	1		1398	4.4		
gene393	CP007536.1	320366	320554	-	189	984	833	879	933	1195	2	7	3	8	2		964.8	4.4		
gene446	CP007536.1	350917	351399	+	483	1161	1174	1048	1216	1228	12	5	0	5	0		1165.4	4.4		
gene525	CP007536.1	410136	410585	-	450	7628	6506	6368	6133	6938	8	5	0	2	7		6714.6	4.4		
gene856	CP007536.1	661836	662171	-	336	290	401	277	340	322	1	4	8	0	9		326	4.4		
gene1058	CP007536.1	845661	846365	+	705	163	78	85	120	108	4	1	0	1	16		110.8	4.4		
gene1195	CP007536.1	952592	952906	+	315	191	146	168	192	140	17	0	0	5	0		167.4	4.4		
gene1622	CP007536.1	1303024	1303548	+	525	133	100	92	122	117	7	0	7	3	5		112.8	4.4		
gene1624	CP007536.1	1303723	1304670	-	948	356	284	373	321	369	0	0	10	0	12		340.6	4.4		
gene1702	CP007536.1	1362826	1364088	+	1263	998	946	793	836	953	3	11	0	0	8		905.2	4.4		
gene1897	CP007536.1	1521471	1521746	+	276	719	564	549	822	701	3	0	9	10	0		671	4.4		
gene2140	CP007536.1	1704573	1705409	-	837	521	433	434	440	391	0	11	8	3	0		443.8	4.4		
gene2157	CP007536.1	1721663	1721839	-	177	1180	1061	963	1052	1004	0	0	0	18	4		1052	4.4		
gene2226	CP007536.1	1776777	1777637	+	861	766	764	512	528	635	0	8	10	3	1		641	4.4		
gene2423	CP007536.1	1940256	1940528	-	273	281	281	252	313	206	5	0	0	4	13		266.6	4.4		
gene2605	CP007536.1	2080354	2080812	-	459	388	384	483	443	345	4	10	0	6	2		408.6	4.4		
gene2772	CP007536.1	2211616	2212281	-	666	1441	1308	1106	1155	1301	0	0	19	3	0		1262.2	4.4		
gene2840	CP007536.1	2264748	2265173	+	426	937	823	987	1087	720	0	7	15	0	0		910.8	4.4		
gene3107	CP007536.1	2471916	2472182	+	267	372	323	316	464	374	6	8	1	7	0		369.8	4.4		
gene29	CP007536.1	23901	24149	+	249	1493	1312	1202	1456	1405	3	7	11	0	0		1373.6	4.2		
gene42	CP007536.1	32307	33800	+	1494	3416	2900	2645	2658	3263	8	0	6	0	7		2976.4	4.2		
gene67	CP007536.1	53761	54696	-	936	585	421	320	386	432	10	6	0	4	1		428.8	4.2		
gene128	CP007536.1	118417	119772	-	1356	394	339	322	342	287	0	11	0	0	10		336.8	4.2		
gene360	CP007536.1	296866	297195	+	330	879	880	859	872	863	7	0	2	0	12		870.6	4.2		
gene551	CP007536.1	427848	428003	+	156	296	252	245	338	321	4	0	2	3	12		290.4	4.2		
gene702	CP007536.1	542150	542779	+	630	1136	1145	855	983	1211	0	3	2	11	5		1066	4.2		
gene1012	CP007536.1	813706	814404	+	699	55	70	52	77	70	4	5	7	5	0		64.8	4.2		
gene1064	CP007536.1	850149	850742	+	594	104	96	157	140	116	0	11	0	10	0		122.6	4.2		
gene1090	CP007536.1	867869	868438	+	570	949	779	898	877	889	13	0	7	1	0		878.4	4.2		
gene1184	CP007536.1	946011	946310	+	300	482	436	484	598	413	0	5	7	8	1		482.6	4.2		
gene1297	CP007536.1	1034042	1034875	+	834	1463	1440	1304	1347	1518	8	8	4	1	0		1414.4	4.2		
gene1519	CP007536.1	1218206	1218691	+	486	208	212	172	211	172	7	0	6	3	5		195	4.2		
gene1552	CP007536.1	1244299	1245360	-	1062	1353	1278	1086	1129	1223	4	14	0	0	3		1213.8	4.2		
gene1647	CP007536.1	1320401	1320793	-	393	246	240	217	187	209	10	5	0	6	0		219.8	4.2		
gene1745	CP007536.1	1402719	1403654	+	936	200	120	136	146	147	0	0	0	18	3		149.8	4.2		
gene1924	CP007536.1	1544807	1545889	+	1083	403	298	267	462	370	3	0	14	4	0		360	4.2		
gene1928	CP007536.1	1547805	1549103	+	1299	438	475	441	433	409	0	8	13	0	0		439.2	4.2		
gene2012	CP007536.1	1609249	1609581	-	333	22	13	19	27	17	0	14	0	7	0		19.6	4.2		
gene2131	CP007536.1	1699000	1699842	-	843	202	157	155	181	151	0	0	5	11	5		169.2	4.2		
gene2206	CP007536.1	1758582	1759118	-	537	266	236	213	285	285	19	0	0	0	2		257	4.2		
gene2484	CP007536.1	1985825	1986814	-	990	3086	2845	2624	2466	2870	6	11	0	0	4		2778.2	4.2		
gene2560	CP007536.1	2043311	2043511	+	201	538	453	417	441	442	8	7	3	0	3		458.2	4.2		
gene2698	CP007536.1	2152111	2152944	+	834	1458	1318	1104	1114	1590	6	0	7	0	8		1316.8	4.2		
gene2813	CP007536.1	2247793	2249523	+	1731	529	519	499	539	533	0	3	10	1	7		523.8	4.2		
gene2822	CP007536.1	2252223	2253101	+	879	75	83	58	70	72	6	0	0	2	13		71.6	4.2		
gene2861	CP007536.1	2280165	2280641	-	477	602	496	472	437	556	0	5	8	4	4		512.6	4.2		
gene4	CP007536.1	3375	3773	+	399	375	453	350	371	338	14	0	6	0	0		377.4	4		
gene51	CP007536.1	41124	41711	-	588	470	429	427	429	576	4	0	0	14	2		466.2	4		
gene120	CP007536.1	111409	112317	+	909	142	156	177	116	177	0	0	10	5	5		153.6	4		
gene338	CP007536.1	276607	277287	+	681	1181	1079	962	1066	1110	0	0	0	8	12		1079.6	4		
gene488	CP007536.1	384392	385252	-	861	181	207	179	223	209	0	0	0	7	13		199.8	4		
gene510	CP007536.1	401626	402324	+	699	532	448	426	497	449	0	0	6	8	6		470.4	4		
gene607	CP007536.1	470982	471662	-	681	2426	2202	1740	1754	2368	9	11	0	0	0		2098	4		
gene667	CP007536.1	520770	521054	-	285	343	274	203	281	276	0	9	0	4	7		275.4	4		
gene699	CP007536.1	540515	541363	-	849	1214	1052	850	928	1149	0	2	4	4	10		1038.6	4		
gene771	CP007536.1	600380	600652	-	273	2074	1910	1905	2149	1870	3	6	3	1	7		1981.6	4		
gene847	CP007536.1	652427	652960	+	534	875	724	684	748	770	6	3	11	0	0		760.2	4		
gene916	CP007536.1	716001	717038	+	1038	201	198	178	184	164	0	0	0	11	9		185	4		
gene1035	CP007536.1	824900	825046	-	147	246	235	241	237	212	0	5	0	12	3		234.2	4		
gene1094	CP007536.1	871850	872521	+	672	260	278	290	287	292	1	7	6	0	6		281.4	4		
gene1153	CP007536.1	920400	920492	-	93	6	7	6	8	7	0	0	7	9	4		6.8	4		
gene1209	CP007536.1	963223	963858	+	636	83	67	72	80	103	0	0	0	0	20		81	4		
gene1408	CP007536.1	1121263	1121934	-	672	332	320	332	361	306	4	0	4	3	9		330.2	4		
gene1609	CP007536.1	1293547	1293620	+	74	135	76	64	85	75	2	0	18	0	0		87	4		
gene1765	CP007536.1	1417579	1418394	-	816	326	337	281	290	356	10	3	0	7	0		318	4		
gene1813	CP007536.1	1455221	1455565	-	345	259	260	251	349	272	3	0	0	7	10		278.2	4		
gene1862	CP007536.1	1493480	1494136	+	657	923	881	741	815	838	14	6	0	0	0		839.6	4		
gene1977	CP007536.1	1582995	1584686	+	1692	888	764	668	722	803	9	10	1	0	0		769	4		
gene2026	CP007536.1	1618882	1619337	+	456	216	254	199	281	277	3	15	1	0	1		245.4	4		
gene2101	CP007536.1	1674720	1675076	+	357	62	83	77	83	66	0	0	10	0	10		74.2	4		
gene2150	CP007536.1	1715745	1716116	-	372	560	486	386	603	578	0	4	7	0	9		522.6	4		
gene2275	CP007536.1	1810990	1812243	+	1254	403	321	303	287	276	0	10	3	0	7		318	4		
gene2290	CP007536.1	1825135	1825754	+	620	127	150	101	100	130	11	0	0	0	9		121.6	4		
gene2432	CP007536.1	1945937	1946557	-	621	1257	1215	848	920	1385	0	9	9	0	2		1125	4		
gene2570	CP007536.1	2051651	2052334	-	684	1093	956	950	953	1230	10	1	1	1	7		1036.4	4		
gene2681	CP007536.1	2133583	2134125	+	543	778	673	666	700	765	10	10	0	0	0		716.4	4		
gene2950	CP007536.1	2348130	2348942	+	813	209	142	152	175	112	0	5	9	0	6		158	4		
gene3046	CP007536.1	2419483	2419950	+	468	1638	1655	1262	1361	1546	0	0	3	1	16		1492.4	4		
gene3095	CP007536.1	2461960	2462175	+	216	997	1089	788	787	860	0	0	3	0	17		904.2	4		
gene77	CP007536.1	61101	61721	+	621	442	344	361	434	451	10	0	1	8	0		406.4	3.8		
gene132	CP007536.1	125674	126534	+	861	325	335	261	268	304	9	10	0	0	0		298.6	3.8		
gene150	CP007536.1	140641	140811	+	171	266	275	244	319	303	1	9	0	0	9		281.4	3.8		
gene414	CP007536.1	332625	332855	-	231	47	38	18	145	37	0	3	0	10	6		57	3.8		
gene441	CP007536.1	348475	349317	-	843	826	592	534	517	606	19	0	0	0	0		615	3.8		
gene451	CP007536.1	355082	355333	+	252	4046	3345	3305	3332	4440	0	6	8	2	3		3693.6	3.8		
gene592	CP007536.1	460457	460963	+	507	166	152	139	243	139	0	0	0	3	16		167.8	3.8		
gene596	CP007536.1	462367	462795	-	429	384	312	348	352	305	0	13	0	0	6		340.2	3.8		
gene784	CP007536.1	608151	608459	-	309	566	461	507	527	617	0	0	7	12	0		535.6	3.8		
gene982	CP007536.1	780716	781825	+	1110	271	210	215	287	177	3	0	10	6	0		232	3.8		
