# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-a" "./GCA_000698785.1_ASM69878v1_genomic.gff" "-t" "gene" "-g" "ID" "-T" "8" "-o" "./counts_oxi.txt" "-s" "0" "./Nvie_2oxi_1_mRNA_sorted.bam" "./Nvie_2oxi_2_mRNA_sorted.bam" "./Nvie_2oxi_3_mRNA_sorted.bam" "./Nvie_2oxi_4_mRNA_sorted.bam" "./Nvie_2oxi_5_mRNA_sorted.bam" "./Nvie_ctrl_1_mRNA_sorted.bam" "./Nvie_ctrl_2_mRNA_sorted.bam" "./Nvie_ctrl_3_mRNA_sorted.bam" "./Nvie_ctrl_4_mRNA_sorted.bam" "./Nvie_ctrl_5_mRNA_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./Nvie_2oxi_1_mRNA_sorted.bam	./Nvie_2oxi_2_mRNA_sorted.bam	./Nvie_2oxi_3_mRNA_sorted.bam	./Nvie_2oxi_4_mRNA_sorted.bam	./Nvie_2oxi_5_mRNA_sorted.bam	./Nvie_ctrl_1_mRNA_sorted.bam	./Nvie_ctrl_2_mRNA_sorted.bam	./Nvie_ctrl_3_mRNA_sorted.bam	./Nvie_ctrl_4_mRNA_sorted.bam	./Nvie_ctrl_5_mRNA_sorted.bam
gene1997	CP007536.1	1598871	1599098	+	228	0	0	0	0	0	0	0	0	0	0
gene1998	CP007536.1	1599169	1599522	+	354	0	0	35	135	0	128	70	174	97	137
gene1999	CP007536.1	1599557	1600372	+	816	143	142	196	0	502	3424	2409	2681	1393	2728
gene2000	CP007536.1	1600390	1600593	+	204	0	0	0	0	0	126	99	104	49	41
gene2001	CP007536.1	1600588	1600989	-	402	8	0	0	0	140	863	1557	968	603	736
gene2002	CP007536.1	1601087	1601389	+	303	0	0	0	0	0	44	84	40	29	38
gene2003	CP007536.1	1601459	1601920	+	462	0	0	0	0	0	137	371	184	69	188
gene2004	CP007536.1	1602042	1602200	+	159	10	25	0	0	0	974	558	1212	631	781
gene2005	CP007536.1	1602360	1602536	+	177	6171	9743	9486	13681	10131	9395	9272	16361	9846	9640
gene2006	CP007536.1	1602682	1603533	+	852	144	120	102	130	122	2430	1625	2250	1075	1460
gene2007	CP007536.1	1603925	1605976	+	2052	290	94	86	201	652	677	582	915	398	573
gene2008	CP007536.1	1606072	1606227	-	156	0	0	0	0	0	32	40	36	45	55
gene2009	CP007536.1	1606387	1607304	-	918	3408	2734	4201	5138	3810	35010	28851	27786	11719	15170
gene2010	CP007536.1	1607488	1608006	-	519	264	178	134	126	1036	1241	1419	2135	1132	1483
gene2011	CP007536.1	1608872	1609000	+	129	10991	11868	9793	13252	7979	9751	20856	20295	4886	2706
gene2012	CP007536.1	1609249	1609581	-	333	0	0	0	0	0	77	94	65	3	24
gene2013	CP007536.1	1610031	1611266	-	1236	817	284	166	893	526	7691	5124	7665	5408	6929
gene2014	CP007536.1	1611477	1611866	-	390	0	0	0	0	0	668	385	252	75	123
gene2015	CP007536.1	1611876	1612976	-	1101	102	2	88	0	438	1693	680	701	236	408
gene2016	CP007536.1	1613670	1614047	+	378	0	0	2	0	0	2088	1895	2692	955	821
gene2017	CP007536.1	1614307	1615029	-	723	114	72	0	0	10	1347	1264	935	746	992
gene2018	CP007536.1	1615031	1616023	-	993	407	66	251	108	422	212	208	279	158	140
gene2019	CP007536.1	1616121	1616249	+	129	41	96	12	0	111	158	224	169	64	42
gene2020	CP007536.1	1616505	1616858	+	354	94	348	30	0	312	938	1034	1006	458	462
gene2021	CP007536.1	1616878	1616943	-	66	0	0	0	0	0	0	0	2	1	4
gene2022	CP007536.1	1616950	1617081	-	132	0	0	0	0	0	46	185	58	62	0
gene2023	CP007536.1	1617203	1617364	-	162	4	52	0	0	0	80	90	30	30	10
gene2024	CP007536.1	1617632	1618186	-	555	6	0	18	0	0	200	160	275	125	104
gene2025	CP007536.1	1618241	1618450	+	210	0	0	0	0	0	44	50	30	28	20
gene2026	CP007536.1	1618882	1619337	+	456	6	18	22	0	0	531	791	819	463	585
gene2027	CP007536.1	1619465	1619701	-	237	0	0	0	0	0	164	400	270	113	105
gene2028	CP007536.1	1620646	1621200	+	555	182	289	249	479	350	325	157	268	210	166
gene2029	CP007536.1	1621343	1621900	-	558	106	0	26	445	146	268	338	417	154	223
gene2030	CP007536.1	1622381	1622929	-	549	0	0	0	0	0	810	863	685	397	424
gene2031	CP007536.1	1623045	1624565	+	1521	68	0	0	2	114	789	427	453	278	361
gene2032	CP007536.1	1624834	1625989	-	1156	46	0	44	0	0	1678	2054	2141	1349	1253
gene2033	CP007536.1	1626090	1626239	-	150	0	0	0	0	0	26	18	24	0	0
gene2034	CP007536.1	1626449	1627033	+	585	0	0	0	0	0	461	449	658	381	426
gene2035	CP007536.1	1627477	1628061	+	585	76	0	158	0	0	656	496	830	398	467
gene2036	CP007536.1	1628068	1628538	+	471	60	140	0	30	0	937	1067	1476	833	834
gene2037	CP007536.1	1628896	1629453	+	558	720	1378	676	1126	102	1436	3139	5601	2612	2099
gene2038	CP007536.1	1630219	1630455	+	237	22	0	0	0	0	72	208	201	139	185
gene2039	CP007536.1	1630779	1630889	+	111	0	0	0	0	0	30	18	6	17	0
gene2040	CP007536.1	1631020	1631226	-	207	24	84	24	194	0	43	100	132	53	76
gene2041	CP007536.1	1631319	1631555	-	237	0	0	0	0	0	6	35	12	24	28
gene2042	CP007536.1	1631693	1631899	+	207	0	0	0	0	0	167	480	647	143	112
gene2043	CP007536.1	1631918	1632646	-	729	10	0	0	0	48	2259	3372	5653	2994	2875
gene2044	CP007536.1	1632884	1634290	-	1407	1899	1408	954	896	126	829	2246	18050	4328	1520
gene2045	CP007536.1	1634999	1635562	+	564	914	689	682	288	1752	2627	2615	2353	1839	1494
gene2046	CP007536.1	1635717	1636082	-	366	0	0	0	0	0	66	69	118	50	50
gene2047	CP007536.1	1636431	1637624	+	1194	98	112	124	0	0	1190	1398	2618	1334	1146
gene2048	CP007536.1	1637661	1638062	-	402	40	0	60	0	0	52	123	218	38	81
gene2049	CP007536.1	1638312	1638851	-	540	10	57	0	0	64	36	132	189	29	112
gene2050	CP007536.1	1639128	1639304	-	177	0	0	0	0	0	182	440	369	147	227
gene2051	CP007536.1	1639470	1639685	+	216	0	0	0	0	0	48	20	37	9	39
gene2052	CP007536.1	1639867	1640169	-	303	0	236	38	0	0	248	264	254	187	102
gene2053	CP007536.1	1640136	1640384	-	249	102	132	74	0	170	221	282	372	215	191
gene2054	CP007536.1	1640855	1640986	+	132	0	0	0	0	0	0	0	0	0	0
gene2055	CP007536.1	1640878	1641156	+	279	3591	2664	794	4274	282	3703	817	469	168	339
gene2056	CP007536.1	1641290	1641763	-	474	0	44	33	0	0	309	157	98	66	33
gene2057	CP007536.1	1641990	1642349	+	360	0	200	18	0	0	2756	2807	3470	1751	2105
gene2058	CP007536.1	1642477	1642608	-	132	0	0	0	0	0	140	189	216	139	160
gene2059	CP007536.1	1643167	1643304	+	138	0	0	0	0	0	49	92	68	53	59
gene2060	CP007536.1	1643365	1643562	-	198	0	0	0	0	0	587	719	966	457	652
gene2061	CP007536.1	1643819	1644163	+	345	62	221	84	0	0	385	391	370	281	339
gene2062	CP007536.1	1644510	1644704	-	195	0	0	0	0	0	45	117	69	37	11
gene2063	CP007536.1	1644661	1644924	-	264	6	0	20	0	0	149	148	150	57	56
gene2064	CP007536.1	1645030	1645656	-	627	62	240	72	158	426	433	478	276	173	248
gene2065	CP007536.1	1646024	1646167	-	144	20	111	0	0	0	44	24	66	13	13
gene2066	CP007536.1	1646190	1648784	-	2595	200	60	189	370	354	438	344	502	207	270
gene2067	CP007536.1	1649239	1649844	-	606	378	266	615	4	312	792	797	883	496	458
gene2068	CP007536.1	1650888	1651070	-	183	0	0	0	0	0	21	16	55	27	30
gene2069	CP007536.1	1651197	1651715	-	519	6	0	0	0	0	137	222	231	139	155
gene2070	CP007536.1	1651940	1652221	-	282	20	0	0	0	0	96	54	170	106	94
gene2071	CP007536.1	1652474	1652728	+	255	37	0	0	0	0	648	920	910	465	711
gene2072	CP007536.1	1652784	1652966	+	183	0	0	0	0	0	102	298	209	134	54
gene2073	CP007536.1	1652940	1653095	-	156	0	0	0	0	0	86	100	225	56	90
gene2074	CP007536.1	1653277	1653600	-	324	130	0	182	0	0	385	478	1046	420	353
gene2075	CP007536.1	1653955	1655082	-	1128	28	18	0	0	0	310	437	328	319	394
gene2076	CP007536.1	1655087	1655263	-	177	0	0	0	0	0	26	63	34	25	14
gene2077	CP007536.1	1655282	1656196	-	915	582	600	256	478	356	146	386	387	302	234
gene2078	CP007536.1	1656342	1656530	+	189	0	10	0	0	0	45	47	28	6	13
gene2079	CP007536.1	1656527	1656772	+	246	0	0	0	0	0	56	182	219	47	89
gene2080	CP007536.1	1656748	1656891	+	144	0	0	0	0	0	128	229	170	89	113
gene2081	CP007536.1	1656983	1657162	-	180	176	102	82	175	144	301	850	429	367	315
gene2082	CP007536.1	1657637	1657801	+	165	27	243	373	36	0	138	254	359	160	139
gene2083	CP007536.1	1657900	1658007	+	108	11	0	0	0	0	200	77	154	139	159
gene2084	CP007536.1	1658434	1658727	-	294	0	0	0	0	0	48	112	190	72	93
gene2085	CP007536.1	1659025	1659993	-	969	130	62	36	0	156	1493	2279	2906	1752	1779
gene2086	CP007536.1	1660601	1661590	-	990	66	0	16	0	0	193	449	328	220	238
gene2087	CP007536.1	1661811	1661912	-	102	0	0	0	0	0	0	0	0	0	0
gene2088	CP007536.1	1662028	1662336	+	309	1	0	50	0	0	469	712	725	365	510
gene2089	CP007536.1	1662572	1664767	+	2196	930	570	865	542	802	2025	1749	2664	1970	1751
gene2090	CP007536.1	1664823	1665620	-	798	43	54	76	0	102	1316	1233	1639	958	1006
gene2091	CP007536.1	1665617	1666777	-	1161	0	34	0	0	82	1310	1793	1978	1125	1527
gene2092	CP007536.1	1666995	1667189	+	195	0	0	0	0	0	133	71	321	173	91
gene2093	CP007536.1	1667337	1667699	-	363	68	286	132	74	0	466	728	992	411	567
gene2094	CP007536.1	1667840	1668088	-	249	0	72	0	0	0	118	146	64	75	62
gene2095	CP007536.1	1668090	1668260	-	171	21	0	0	0	76	116	57	82	59	24
gene2096	CP007536.1	1668718	1671219	-	2502	1253	1210	881	1450	1550	11339	8760	12042	7335	9881
gene2097	CP007536.1	1671417	1671701	-	285	14	74	14	0	0	180	293	355	102	120
gene2098	CP007536.1	1672008	1672634	+	627	970	1186	1152	1113	1362	2588	2117	2769	1612	2721
gene2099	CP007536.1	1673495	1673758	+	264	28	0	0	0	0	114	235	374	124	149
gene2100	CP007536.1	1674290	1674532	+	243	0	0	0	0	0	19	66	44	8	22
gene2101	CP007536.1	1674720	1675076	+	357	12	0	0	0	0	202	220	266	133	202
gene2102	CP007536.1	1675191	1676162	-	972	0	0	0	0	0	97	169	134	98	60
gene2103	CP007536.1	1676627	1677979	+	1353	0	0	0	0	0	336	236	310	194	142
gene2104	CP007536.1	1678231	1678413	-	183	54	0	0	0	0	563	607	802	340	358
gene2105	CP007536.1	1678827	1679174	-	348	0	0	0	0	0	332	454	468	238	445
gene2106	CP007536.1	1679506	1680987	+	1482	1188	1572	934	212	2120	4262	4593	6692	4452	4869
gene2107	CP007536.1	1681029	1681373	-	345	0	0	0	0	0	163	176	252	99	118
gene2108	CP007536.1	1681488	1681934	+	447	0	0	0	0	0	324	263	562	343	461
gene2109	CP007536.1	1682126	1682281	-	156	0	0	0	0	0	583	784	1023	545	649
gene2110	CP007536.1	1682370	1682633	-	264	73	0	0	0	0	665	752	1354	686	801
gene2111	CP007536.1	1682793	1683086	-	294	0	0	0	0	0	745	1019	985	388	387
gene2112	CP007536.1	1683726	1684601	+	876	12	375	200	0	158	268	456	508	293	450
gene2113	CP007536.1	1684889	1685719	-	831	154	0	1	0	0	257	593	726	313	286
gene2114	CP007536.1	1686045	1686799	-	755	0	0	0	0	0	120	84	176	100	69
gene2115	CP007536.1	1686768	1686968	-	201	12	0	130	98	0	199	185	217	57	42
gene2116	CP007536.1	1687142	1688294	+	1153	210	171	203	0	0	420	500	907	472	384
gene2117	CP007536.1	1688359	1688508	+	150	0	0	0	0	0	66	66	49	49	5
gene2118	CP007536.1	1688747	1688980	+	234	8	17	0	0	0	240	175	139	97	74
gene2119	CP007536.1	1688982	1689617	-	636	0	0	0	0	0	6	2	7	22	28
gene2120	CP007536.1	1689691	1690086	+	396	20	0	0	0	0	190	269	302	145	45
gene2121	CP007536.1	1690193	1690447	-	255	46	0	0	0	0	34	131	228	115	36
gene2122	CP007536.1	1690658	1691053	+	396	42	0	60	50	0	158	170	191	137	82
gene2123	CP007536.1	1691400	1691798	-	399	0	0	0	0	0	122	147	98	57	73
gene2124	CP007536.1	1692564	1693466	+	903	0	0	0	128	0	308	292	551	317	349
gene2125	CP007536.1	1693677	1694099	-	423	50	3	0	95	0	443	367	568	245	251
gene2126	CP007536.1	1694285	1696048	-	1764	44	0	0	0	0	832	858	1200	733	854
gene2127	CP007536.1	1696170	1697387	-	1218	250	118	106	264	0	4842	5526	7366	4731	6008
gene2128	CP007536.1	1697437	1698276	-	840	54	0	0	0	0	1343	1966	2996	2065	1456
gene2129	CP007536.1	1698227	1698343	+	117	0	0	0	0	0	0	5	18	8	0
gene2130	CP007536.1	1698571	1698768	-	198	0	0	0	0	0	191	528	492	223	273
gene2131	CP007536.1	1699000	1699842	-	843	92	0	74	0	0	185	248	394	167	175
gene2132	CP007536.1	1700111	1700782	+	672	20	0	0	0	0	296	276	238	122	98
gene2133	CP007536.1	1700882	1701154	+	273	160	162	208	0	80	256	316	468	161	212
gene2134	CP007536.1	1701252	1701461	-	210	0	112	2	18	0	200	288	242	114	140
gene2135	CP007536.1	1701763	1702632	+	870	18116	15040	13004	6792	3297	2342	2767	4415	2549	3086
gene2136	CP007536.1	1702783	1703142	+	360	66	94	82	118	104	632	765	1122	605	424
gene2137	CP007536.1	1703214	1703819	+	606	5122	3584	5122	3859	2101	5110	8724	17230	8397	5286
gene2138	CP007536.1	1703859	1704215	+	357	28	62	28	46	0	555	731	1395	1165	753
gene2139	CP007536.1	1704223	1704474	-	252	6	14	0	0	0	287	266	350	194	219
gene2140	CP007536.1	1704573	1705409	-	837	9	144	0	0	0	607	647	960	391	575
gene2141	CP007536.1	1705462	1706421	-	960	124	332	310	71	180	1801	1054	1256	496	847
gene2142	CP007536.1	1706578	1707699	-	1122	246	105	206	136	204	2773	2739	3917	1970	1801
gene2143	CP007536.1	1707946	1708068	-	123	46	66	0	0	228	35	25	48	17	8
gene2144	CP007536.1	1708276	1708413	-	138	48	18	4	56	72	217	499	538	150	138
gene2145	CP007536.1	1708465	1709358	-	894	366	502	408	10	599	4994	2895	3459	1492	2640
gene2146	CP007536.1	1709456	1712371	-	2916	17896	15555	21361	14332	15941	84677	89784	100149	56443	64814
gene2147	CP007536.1	1712494	1714629	-	2136	8119	6208	7303	5494	7501	19085	16641	20361	11110	14352
gene2148	CP007536.1	1714749	1715366	-	618	1992	944	1230	732	1433	13934	13219	17451	8924	10807
gene2149	CP007536.1	1715477	1715641	-	165	260	84	154	104	105	1038	1907	1324	340	390
gene2150	CP007536.1	1715745	1716116	-	372	0	0	0	0	0	266	375	465	177	322
gene2151	CP007536.1	1716186	1716575	-	390	60	0	112	0	0	4083	1969	3175	1608	2248
gene2152	CP007536.1	1716600	1717766	-	1167	2852	1968	1760	1257	1392	28842	16275	18277	9557	14707
gene2153	CP007536.1	1717890	1719983	+	2094	216	595	88	148	363	1895	1381	2230	1218	1361
gene2154	CP007536.1	1720046	1720180	+	135	0	0	0	14	0	16	22	42	14	0
gene2155	CP007536.1	1720177	1720839	-	663	949	943	383	270	0	482	1084	1036	498	294
gene2156	CP007536.1	1720808	1721623	-	816	24	0	26	128	0	2004	1489	1482	677	816
gene2157	CP007536.1	1721663	1721839	-	177	33	0	0	20	215	1462	946	1088	548	538
gene2158	CP007536.1	1721864	1722235	-	372	327	378	310	130	250	15149	7776	8149	4282	6935
gene2159	CP007536.1	1722254	1722985	+	732	241	114	292	154	172	1738	1122	1323	534	682
gene2160	CP007536.1	1722992	1723681	-	690	741	996	653	240	196	5898	3283	4710	2636	4362
gene2161	CP007536.1	1723845	1724495	-	651	0	0	0	0	0	317	194	305	115	101
gene2162	CP007536.1	1724515	1725459	-	945	454	379	320	264	286	623	924	1406	878	738
gene2163	CP007536.1	1725548	1726753	-	1206	110	391	128	0	0	2693	1846	2394	1240	1707
gene2164	CP007536.1	1726503	1726772	+	270	0	0	0	0	0	0	0	0	0	0
gene2165	CP007536.1	1726756	1727124	-	369	726	347	353	68	127	1257	1489	2128	1008	1074
gene2166	CP007536.1	1727165	1727734	+	570	979	630	682	1014	1333	5198	3247	3775	1880	3062
gene2167	CP007536.1	1727731	1727871	-	141	16	0	0	0	0	84	67	82	82	58
gene2168	CP007536.1	1727997	1728629	-	633	22	0	26	0	0	649	1470	1874	1136	922
gene2169	CP007536.1	1728865	1729176	+	312	18	0	0	0	0	8	80	39	2	0
gene2170	CP007536.1	1729192	1730685	+	1494	1106	1436	891	711	866	13912	14733	18220	7645	10525
gene2171	CP007536.1	1730666	1731901	-	1236	1356	1636	776	536	894	5009	3098	4036	2167	3538
gene2172	CP007536.1	1732398	1732886	+	489	64	0	0	0	88	1180	1483	1382	746	998
gene2173	CP007536.1	1732804	1733496	-	693	53	228	188	116	20	1802	1715	1795	944	1205
gene2174	CP007536.1	1733551	1733925	-	375	0	0	0	0	0	74	94	53	40	94
gene2175	CP007536.1	1734019	1734783	+	765	62	0	62	0	168	1481	867	1294	598	676
gene2176	CP007536.1	1734788	1738192	+	3405	541	856	470	1340	1365	10339	6987	9527	4568	7723
gene2177	CP007536.1	1738244	1739188	-	945	156	258	86	479	0	1466	1646	2588	1499	1527
gene2178	CP007536.1	1739295	1740626	-	1332	1006	1495	1758	942	1036	12640	10103	11415	5145	7945
gene2179	CP007536.1	1740637	1741854	-	1218	1402	1552	1924	1209	1881	16214	13475	15754	8850	11958
gene2180	CP007536.1	1742024	1742353	-	330	48	116	0	0	0	2041	1964	2077	619	1055
gene2181	CP007536.1	1742430	1742576	+	147	0	0	0	0	0	143	138	169	63	69
gene2182	CP007536.1	1742628	1742789	+	162	0	38	146	88	166	334	301	313	178	192
gene2183	CP007536.1	1742937	1744259	-	1323	4	0	0	0	0	1953	1578	1407	567	1073
gene2184	CP007536.1	1744204	1744287	+	84	0	0	0	0	0	0	9	4	0	0
gene2185	CP007536.1	1744612	1744905	+	294	11036	9927	9205	7843	10815	162691	137463	186376	95948	105621
gene2186	CP007536.1	1745164	1745316	+	153	0	80	0	0	0	352	964	912	228	518
gene2187	CP007536.1	1745367	1745849	+	483	202	28	139	16	0	2529	1831	1916	961	1473
gene2188	CP007536.1	1745905	1746135	+	231	0	0	0	0	0	248	819	305	155	90
gene2189	CP007536.1	1746190	1746906	+	717	128	138	31	218	118	2644	2123	1894	618	1043
gene2190	CP007536.1	1746923	1747729	-	807	242	236	489	198	360	5202	2287	2324	936	2639
gene2191	CP007536.1	1747959	1748573	+	615	513	474	208	433	286	1733	1842	2078	1022	1391
gene2192	CP007536.1	1748630	1748917	+	288	0	0	5	0	0	355	355	422	161	249
gene2193	CP007536.1	1749143	1749397	+	255	0	0	0	0	0	510	543	803	331	381
gene2194	CP007536.1	1749444	1750016	-	573	114	14	18	0	0	2070	1969	2195	1221	1901
gene2195	CP007536.1	1750104	1751381	+	1278	314	90	0	0	36	3502	3236	6691	3549	5169
gene2196	CP007536.1	1751378	1752073	-	696	98	0	0	0	0	1302	624	996	636	1134
gene2197	CP007536.1	1752036	1752467	-	432	0	0	0	0	0	182	284	214	87	40
gene2198	CP007536.1	1752468	1753229	-	762	103	64	16	0	6	252	181	266	133	80
gene2199	CP007536.1	1753294	1753674	+	381	911	663	196	517	6	396	460	384	168	223
gene2200	CP007536.1	1753663	1754178	-	516	1859	1265	1469	905	374	1985	2312	2702	1732	2439
gene2201	CP007536.1	1754313	1754462	+	150	0	0	0	56	0	41	28	35	19	38
gene2202	CP007536.1	1754660	1755493	-	834	14	34	114	66	182	508	557	816	297	367
gene2203	CP007536.1	1755496	1756254	-	759	46	0	221	0	0	1260	1023	1543	989	995
gene2204	CP007536.1	1756251	1756973	-	723	74	162	42	210	222	1420	1282	1896	1154	1615
gene2205	CP007536.1	1756975	1758624	-	1650	106	1	146	3	313	2035	1802	2872	1426	1952
gene2206	CP007536.1	1758582	1759118	-	537	66	19	0	54	38	367	427	633	156	148
gene2207	CP007536.1	1759168	1760628	-	1461	338	448	416	274	1176	783	404	644	241	425
gene2208	CP007536.1	1760719	1760958	-	240	34	0	0	0	0	129	129	122	36	43
gene2209	CP007536.1	1761330	1762850	+	1521	164	310	259	495	430	536	370	666	282	521
gene2210	CP007536.1	1763011	1764555	+	1545	1449	1465	1545	1016	1512	2334	2160	2933	1506	2136
gene2211	CP007536.1	1764683	1765681	+	999	829	1329	1364	366	248	481	332	186	148	222
gene2212	CP007536.1	1765678	1766595	+	918	210	348	86	0	102	174	190	253	73	103
gene2213	CP007536.1	1766665	1767486	+	822	663	160	511	142	634	686	403	674	272	223
gene2214	CP007536.1	1767545	1768204	+	660	89	302	281	148	0	644	476	623	197	166
gene2215	CP007536.1	1768304	1769395	+	1092	2859	1688	2076	1236	1069	770	466	598	272	364
gene2216	CP007536.1	1769424	1770365	-	942	34	96	11	0	130	309	322	248	151	293
gene2217	CP007536.1	1770406	1771590	-	1185	110	128	0	140	118	5588	2866	3294	1507	2905
gene2218	CP007536.1	1771675	1771860	+	186	120	92	86	0	152	118	308	376	148	56
gene2219	CP007536.1	1771885	1772451	+	567	176	0	52	240	18	1590	1579	1768	794	1233
gene2220	CP007536.1	1772486	1773058	+	573	2344	2728	1777	1131	1304	4258	3518	5168	3193	3956
gene2221	CP007536.1	1773048	1773740	-	693	680	443	578	146	132	5792	4783	6427	4155	4976
gene2222	CP007536.1	1773823	1774212	-	390	48	30	188	0	0	1954	2018	2182	1120	1786
gene2223	CP007536.1	1774258	1774677	-	420	0	0	0	0	0	66	170	80	28	14
gene2224	CP007536.1	1774735	1775703	+	969	268	266	182	89	0	1288	868	897	366	650
gene2225	CP007536.1	1776023	1776754	+	732	0	0	12	0	22	1003	838	999	547	643
gene2226	CP007536.1	1776777	1777637	+	861	0	130	0	0	218	1709	1056	1431	784	889
gene2227	CP007536.1	1777664	1777888	-	225	0	20	0	38	0	150	360	174	100	67
gene2228	CP007536.1	1777970	1778290	-	321	0	42	0	0	0	52	58	39	28	8
gene2229	CP007536.1	1778373	1779404	+	1032	148	92	0	0	0	1520	732	983	477	818
gene2230	CP007536.1	1779523	1779609	+	87	0	0	0	0	0	13	14	13	1	9
gene2231	CP007536.1	1779597	1780199	-	603	0	66	0	0	0	71	50	85	58	44
gene2232	CP007536.1	1780503	1781534	+	1032	3671	3944	3383	2895	4538	5309	4045	5601	3029	4263
gene2233	CP007536.1	1781527	1781682	-	156	0	0	0	0	0	43	131	94	24	35
gene2234	CP007536.1	1781719	1781991	+	273	0	0	0	0	0	241	249	192	57	140
gene2235	CP007536.1	1782044	1783489	+	1446	746	594	660	521	342	13153	7750	7449	3577	6972
gene2236	CP007536.1	1783486	1784421	+	936	136	101	116	324	0	2970	1575	2178	996	1976
gene2237	CP007536.1	1784370	1784651	-	282	19	0	0	0	0	150	46	59	32	97
gene2238	CP007536.1	1784651	1785454	-	804	0	31	0	0	282	929	514	602	270	553
gene2239	CP007536.1	1785451	1786116	-	666	36	176	36	34	0	2223	1774	1533	709	1149
gene2240	CP007536.1	1786230	1786505	+	276	16365	11381	14356	8024	9210	625	988	1656	612	680
gene2241	CP007536.1	1786614	1787255	-	642	1734	1735	1154	476	571	1426	1108	2363	1109	1159
gene2242	CP007536.1	1787292	1787531	-	240	0	0	0	0	0	0	32	6	6	2
gene2243	CP007536.1	1787607	1787981	+	375	230	44	44	0	0	1615	1371	1330	629	736
gene2244	CP007536.1	1788036	1788266	-	231	8	122	8	0	0	353	278	397	207	153
gene2245	CP007536.1	1788247	1788492	-	246	378	627	110	72	217	934	1018	1318	525	519
gene2246	CP007536.1	1788649	1789584	+	936	19	0	0	0	0	1594	1750	1552	612	1012
gene2247	CP007536.1	1789681	1790292	+	612	158	0	96	0	248	992	639	989	518	1000
gene2248	CP007536.1	1790323	1790694	-	372	0	0	0	0	0	184	91	100	65	69
gene2249	CP007536.1	1790644	1790919	+	276	14	0	0	0	0	72	276	166	82	89
gene2250	CP007536.1	1790924	1791259	+	336	1	0	0	0	200	803	816	745	604	662
gene2251	CP007536.1	1791275	1791364	+	90	0	0	0	0	0	120	86	166	81	64
gene2252	CP007536.1	1791841	1792476	-	636	0	0	0	0	0	170	79	82	51	75
gene2253	CP007536.1	1792622	1793056	-	435	0	0	0	0	0	221	212	354	120	125
gene2254	CP007536.1	1793046	1793297	-	252	14	0	0	0	17	32	14	28	16	18
gene2255	CP007536.1	1793822	1795723	+	1902	28	155	40	2	0	3845	5608	6278	3963	4465
gene2256	CP007536.1	1795720	1796103	+	384	28	0	0	242	156	432	1029	1067	586	845
gene2257	CP007536.1	1796115	1796513	+	399	2058	1312	1212	772	1278	1534	3478	2911	1388	1439
gene2258	CP007536.1	1796498	1798522	+	2025	128	0	68	0	0	1924	2949	3746	1869	1769
gene2259	CP007536.1	1798632	1799444	-	813	177	0	74	0	0	5791	6364	8830	5985	6627
gene2260	CP007536.1	1800024	1800707	-	684	44	0	66	0	202	3248	4466	4231	1838	3072
gene2261	CP007536.1	1800746	1801381	-	636	308	96	61	328	324	7735	6382	8684	5173	7177
gene2262	CP007536.1	1801652	1802986	+	1335	4	0	46	0	0	2464	2007	1979	1194	1387
gene2263	CP007536.1	1802983	1803198	-	216	0	0	5	20	0	5	45	6	0	0
gene2264	CP007536.1	1803107	1803256	+	150	0	0	0	0	0	0	0	0	0	0
gene2265	CP007536.1	1803266	1804402	+	1137	10	0	0	0	0	120	30	78	26	12
gene2266	CP007536.1	1804410	1804889	+	480	0	42	0	0	0	302	442	518	166	158
gene2267	CP007536.1	1805074	1806441	-	1368	0	0	0	0	0	391	378	328	158	95
gene2268	CP007536.1	1806768	1807232	+	465	36	0	44	0	0	3782	3655	4018	1701	1960
gene2269	CP007536.1	1807588	1807971	-	384	126	14	0	32	146	961	1121	1449	913	1073
gene2270	CP007536.1	1807979	1808215	-	237	715	130	333	300	836	1820	1847	2166	838	1401
gene2271	CP007536.1	1808244	1808423	+	180	0	0	0	42	0	2	30	0	0	0
gene2272	CP007536.1	1808981	1809685	+	705	391	124	0	0	60	1524	1131	1205	593	636
gene2273	CP007536.1	1809762	1810292	+	531	0	0	0	0	0	93	96	142	50	71
gene2274	CP007536.1	1810552	1810626	+	75	0	0	0	0	0	4	7	4	8	8
gene2275	CP007536.1	1810990	1812243	+	1254	0	0	0	0	0	404	282	149	132	140
gene2276	CP007536.1	1812240	1812605	+	366	0	0	0	0	0	281	286	252	102	70
gene2277	CP007536.1	1812741	1813346	+	606	112	0	72	0	0	678	947	1072	711	925
gene2278	CP007536.1	1813309	1813740	+	432	20	0	0	0	2	456	665	626	389	413
gene2279	CP007536.1	1814218	1815189	-	972	54	0	0	0	0	6509	3233	2074	1081	1502
gene2280	CP007536.1	1815550	1815789	+	240	0	0	0	0	26	128	192	83	38	60
gene2281	CP007536.1	1815818	1816357	-	540	0	0	0	0	0	182	185	146	74	32
gene2282	CP007536.1	1816668	1816808	-	141	0	0	0	0	0	0	41	4	0	10
gene2283	CP007536.1	1817106	1817696	+	591	0	0	0	0	0	252	226	214	126	145
gene2284	CP007536.1	1817817	1818152	-	336	4022	3454	1511	3367	1417	2322	1651	1139	516	947
gene2285	CP007536.1	1818698	1820344	+	1647	772	1240	779	690	560	7809	5165	4006	1866	1903
